<<<<<<< HEAD
Ship_Type,DWT,Engine_Power_kW,Design_Speed,Avg_Speed_Knots,Distance_NM,Draft_Percentage,Wind_Beaufort,Wave_Height_m,Current_Speed_Knots,Current_Direction,Season,Fuel_Consumption_Tons
Tanker,248265,44309,15.9,13.1,2961,83.6,4,3.05,0.93,Beam,Northeast Monsoon,1036.55
Bulker,124724,18995,13.5,10.1,2653,83.0,7,4.0,1.28,Beam,Southwest Monsoon,433.77
Bulker,43195,6549,12.9,10.7,2480,50.8,1,1.5,0.86,Head,Inter-Monsoon,113.28
Container,46884,18385,19.1,13.0,1497,72.0,4,2.7,1.07,Head,Northeast Monsoon,110.3
Container,118274,47110,22.0,15.5,2585,64.8,2,1.79,0.9,Head,Inter-Monsoon,451.34
Bulker,63687,9259,12.3,11.4,2380,58.6,3,0.54,0.33,Following,Inter-Monsoon,196.38
Bulker,33050,6188,12.8,9.2,1448,85.5,3,1.11,0.7,Beam,Inter-Monsoon,63.88
Container,57806,22959,24.0,21.5,1804,89.9,5,1.74,0.74,Head,Northeast Monsoon,256.75
Container,33110,12825,20.1,12.4,2548,68.6,5,5.02,2.44,Beam,Southwest Monsoon,117.8
Bulker,175631,25816,12.3,9.0,4594,92.7,6,2.43,1.1,Head,Northeast Monsoon,1149.66
Tanker,115542,20381,13.5,12.8,3941,86.0,2,1.98,0.36,Following,Inter-Monsoon,1005.04
Tanker,114254,20774,16.4,10.9,2304,76.3,4,4.34,1.91,Following,Southwest Monsoon,248.1
Tanker,282349,51233,14.6,10.9,1049,56.6,1,0.99,0.83,Head,Inter-Monsoon,247.99
Bulker,121765,18268,12.1,10.8,4116,51.5,3,1.36,0.16,Following,Inter-Monsoon,630.94
Container,120968,48281,19.6,17.9,1296,55.3,7,4.65,0.75,Following,Southwest Monsoon,410.22
Tanker,133530,23669,15.6,11.9,3600,71.6,7,2.68,0.72,Beam,Southwest Monsoon,567.27
Container,115194,45863,20.3,18.8,3415,54.2,4,1.62,0.95,Head,Northeast Monsoon,896.5
Container,97202,37588,19.5,13.3,4880,87.8,6,1.56,0.8,Beam,Northeast Monsoon,875.28
Tanker,162955,29222,15.3,10.9,4792,51.7,5,3.53,1.35,Following,Northeast Monsoon,625.64
Container,147649,58918,21.5,13.1,3516,62.3,7,3.42,1.44,Following,Southwest Monsoon,576.28
Container,31452,12647,20.9,15.4,2318,96.7,6,2.63,1.37,Head,Southwest Monsoon,163.66
Container,72760,28792,19.7,17.0,3144,69.8,2,0.86,0.45,Following,Inter-Monsoon,475.09
Tanker,235939,42224,15.4,10.6,3054,81.3,3,1.31,0.55,Following,Inter-Monsoon,642.6
Tanker,297376,53432,15.3,9.4,2844,77.8,2,1.46,0.74,Beam,Inter-Monsoon,572.85
Tanker,164447,29963,14.5,11.2,2915,51.3,8,5.47,0.55,Following,Southwest Monsoon,580.62
Container,133610,53178,20.7,14.5,3171,86.5,4,4.27,1.44,Head,Southwest Monsoon,818.49
Container,99972,40028,19.2,17.0,990,70.5,5,4.06,2.39,Beam,Southwest Monsoon,285.14
Container,53487,21011,23.1,20.2,3981,89.2,1,1.66,0.53,Following,Inter-Monsoon,493.8
Container,22296,9680,18.1,16.1,4520,85.4,7,3.44,1.92,Head,Southwest Monsoon,402.34
Tanker,123771,22996,15.3,10.1,2873,98.7,5,4.67,1.15,Following,Southwest Monsoon,383.98
Bulker,54728,8224,13.4,12.0,2228,94.5,4,3.12,0.54,Following,Northeast Monsoon,212.61
Tanker,86001,15754,16.7,13.8,4281,93.7,4,4.49,2.24,Head,Southwest Monsoon,610.32
Bulker,104340,15338,15.0,10.8,2353,67.7,3,1.24,0.85,Beam,Inter-Monsoon,176.78
Tanker,53658,9083,14.0,8.7,2855,90.0,4,2.01,1.33,Head,Northeast Monsoon,139.79
Container,23106,9762,22.9,15.7,3282,86.3,2,1.73,0.15,Following,Inter-Monsoon,111.83
Tanker,226291,39616,13.0,10.8,4120,69.9,1,0.98,0.94,Head,Inter-Monsoon,1335.47
Bulker,177683,25840,15.8,10.8,1925,75.5,6,3.88,0.53,Beam,Northeast Monsoon,286.61
Bulker,90925,14388,13.6,8.7,1195,68.8,3,2.69,1.29,Head,Northeast Monsoon,85.62
Tanker,107466,19187,14.1,12.9,906,83.5,7,4.19,1.98,Head,Southwest Monsoon,245.98
Tanker,197215,35216,13.9,11.2,1972,71.3,1,1.06,0.57,Beam,Inter-Monsoon,483.61
Bulker,71411,10780,15.5,14.6,4508,91.8,5,2.99,1.06,Beam,Southwest Monsoon,576.02
Container,114324,45284,19.6,12.1,4203,80.3,1,1.86,0.45,Head,Inter-Monsoon,611.23
Container,83909,33139,18.0,11.9,754,71.2,3,1.26,0.3,Beam,Inter-Monsoon,89.7
Tanker,291106,51255,15.3,10.9,1434,89.1,4,3.62,1.37,Beam,Northeast Monsoon,495.72
Bulker,111157,16694,13.2,9.4,1919,88.8,4,3.07,1.01,Head,Northeast Monsoon,258.36
Tanker,268016,48422,15.0,11.1,1660,94.1,3,1.7,0.94,Following,Inter-Monsoon,527.24
Container,26254,9574,19.9,14.5,1593,90.5,7,3.0,2.44,Head,Southwest Monsoon,89.34
Bulker,60274,9513,12.3,8.7,2148,94.1,3,0.55,0.21,Beam,Inter-Monsoon,133.98
Tanker,146591,26185,14.3,11.4,3906,50.5,5,2.61,1.99,Following,Southwest Monsoon,615.82
Bulker,180801,26820,15.0,11.6,3521,88.8,6,2.73,1.02,Following,Southwest Monsoon,735.56
Container,61880,24001,21.5,15.2,1324,52.1,4,3.28,0.88,Beam,Northeast Monsoon,100.5
Container,112871,44679,20.9,12.7,3300,97.6,3,1.85,0.36,Following,Inter-Monsoon,518.69
Tanker,159356,28583,16.0,10.3,2667,73.5,4,5.59,2.13,Following,Southwest Monsoon,370.69
Tanker,180231,31983,13.1,11.1,2224,69.6,2,1.79,0.56,Beam,Inter-Monsoon,620.51
Bulker,174367,26504,13.1,11.8,2258,52.0,2,1.13,0.53,Following,Inter-Monsoon,437.79
Container,144303,58179,20.0,13.7,3748,75.6,4,2.5,1.29,Beam,Southwest Monsoon,896.25
Container,74127,29492,22.5,13.6,2151,60.7,4,1.91,1.45,Beam,Northeast Monsoon,159.29
Bulker,44936,6942,15.5,14.2,1255,78.2,3,2.02,0.66,Following,Northeast Monsoon,74.01
Container,39889,16484,23.4,22.0,2301,76.0,6,4.81,2.46,Head,Southwest Monsoon,292.81
Bulker,166593,25223,15.6,9.4,4537,80.6,3,1.05,0.68,Head,Inter-Monsoon,440.16
Container,24619,9198,20.9,18.2,1798,73.2,1,1.51,0.45,Beam,Inter-Monsoon,93.94
Bulker,110867,16750,13.9,12.2,3966,84.9,4,1.91,0.59,Following,Northeast Monsoon,635.79
Tanker,236081,42842,16.0,9.8,3880,77.0,3,1.61,0.82,Head,Inter-Monsoon,652.95
Bulker,148944,20956,15.5,10.7,3560,75.3,5,1.69,1.14,Beam,Northeast Monsoon,366.62
Tanker,137156,24748,14.0,11.7,997,83.8,2,1.75,0.38,Head,Inter-Monsoon,211.79
Container,77385,30601,23.7,19.1,650,70.0,5,5.44,0.98,Following,Southwest Monsoon,94.41
Tanker,191544,34671,14.6,13.7,1011,50.7,1,1.37,0.69,Beam,Inter-Monsoon,272.26
Container,129136,51835,21.2,20.0,3379,93.7,6,2.37,1.08,Beam,Northeast Monsoon,1549.86
Bulker,143393,21349,15.8,10.4,2218,75.9,3,1.68,1.31,Head,Northeast Monsoon,210.97
Bulker,44814,6404,16.0,11.1,2998,81.3,2,0.6,0.59,Beam,Inter-Monsoon,94.2
Container,142871,57673,23.6,18.7,3359,53.1,6,1.59,0.88,Head,Northeast Monsoon,738.72
Tanker,72916,13548,14.8,12.3,587,70.4,7,4.68,1.36,Following,Southwest Monsoon,65.85
Tanker,158000,29111,13.2,10.5,4097,93.8,5,3.39,0.65,Following,Southwest Monsoon,1162.31
Tanker,292233,53023,14.2,11.3,828,94.2,2,1.11,0.51,Following,Inter-Monsoon,368.05
Tanker,79190,14590,15.7,10.4,556,82.1,2,1.11,0.25,Beam,Inter-Monsoon,38.27
Container,73950,29617,19.2,13.8,3743,72.1,5,2.55,1.21,Beam,Northeast Monsoon,532.27
Tanker,297522,53870,15.7,9.5,1460,65.1,2,1.88,0.16,Head,Inter-Monsoon,286.76
Bulker,195946,30030,12.6,8.6,4443,54.0,6,2.32,1.5,Head,Northeast Monsoon,765.66
Tanker,275146,49838,16.4,13.7,4680,79.9,5,3.91,1.8,Head,Southwest Monsoon,1958.13
Tanker,200088,35410,13.3,11.0,4141,71.6,2,1.19,0.35,Head,Inter-Monsoon,1137.95
Container,78378,31639,22.8,20.5,3039,98.1,4,5.15,0.66,Following,Southwest Monsoon,838.34
Container,95778,38337,23.0,18.2,1678,84.1,8,4.3,1.57,Following,Southwest Monsoon,374.47
Tanker,195408,35049,16.9,10.6,2941,50.8,1,1.91,0.25,Head,Inter-Monsoon,299.62
Bulker,62724,9549,15.8,10.8,1843,54.3,3,0.65,0.8,Head,Inter-Monsoon,65.71
Tanker,103998,19281,15.0,12.2,4096,69.2,3,1.97,0.58,Beam,Inter-Monsoon,586.3
Tanker,261309,47401,14.7,12.2,2312,54.5,4,2.23,0.86,Head,Northeast Monsoon,722.19
Tanker,86839,15342,15.2,11.3,4512,51.1,8,4.55,1.04,Following,Southwest Monsoon,383.79
Container,147934,59654,20.9,17.7,659,93.6,5,2.32,0.73,Beam,Northeast Monsoon,265.79
Bulker,126618,18647,13.1,9.4,2554,59.6,4,5.56,0.85,Following,Southwest Monsoon,277.63
Bulker,58842,8509,15.5,9.6,3344,86.6,6,2.49,0.78,Following,Northeast Monsoon,131.91
Tanker,227774,40568,13.6,8.9,3996,67.3,1,0.89,0.57,Beam,Inter-Monsoon,752.29
Container,133098,53248,20.4,16.3,4340,87.3,3,1.09,1.0,Head,Inter-Monsoon,1431.71
Bulker,78491,10775,13.3,10.3,3184,62.8,3,3.84,1.25,Head,Northeast Monsoon,268.61
Container,126457,50660,19.4,17.2,2825,69.0,7,2.77,2.21,Beam,Southwest Monsoon,1017.46
Tanker,98086,17497,13.6,12.6,3181,85.8,4,2.87,1.24,Following,Southwest Monsoon,645.22
Tanker,232892,41853,13.6,12.3,3887,74.1,6,2.8,1.06,Following,Southwest Monsoon,1645.76
Tanker,276259,50498,16.0,10.8,2066,51.0,1,1.01,0.24,Following,Inter-Monsoon,386.13
Container,73206,29195,21.0,17.9,3064,90.1,3,1.44,0.72,Beam,Inter-Monsoon,518.57
Tanker,112215,19510,15.4,10.2,1689,72.1,7,5.23,1.42,Beam,Southwest Monsoon,169.04
Tanker,241912,44244,16.2,11.5,3783,64.4,3,1.98,0.19,Head,Inter-Monsoon,808.3
Bulker,70903,10975,15.2,9.5,3796,75.0,6,5.24,1.33,Following,Southwest Monsoon,216.05
Container,103565,42049,23.3,17.9,3434,99.6,5,3.74,1.45,Beam,Southwest Monsoon,792.99
Bulker,164532,25261,13.6,9.2,508,94.5,4,3.28,1.13,Following,Southwest Monsoon,79.69
Container,65790,26741,19.9,15.5,2379,94.1,3,1.31,0.68,Following,Inter-Monsoon,362.01
Container,113916,45082,23.6,14.6,1031,82.3,6,5.51,0.86,Beam,Southwest Monsoon,165.99
Container,110475,44338,19.4,15.6,4120,71.6,6,3.07,0.76,Head,Northeast Monsoon,1089.85
Bulker,45757,7519,15.8,11.1,4041,79.7,1,1.25,0.73,Following,Inter-Monsoon,159.21
Bulker,147826,21819,14.7,9.4,4686,88.6,2,0.94,0.59,Following,Inter-Monsoon,491.51
Container,54488,22288,22.5,19.8,3423,56.4,4,3.62,1.19,Beam,Northeast Monsoon,398.28
Tanker,141311,25339,16.4,10.1,3461,62.2,2,0.5,0.11,Head,Inter-Monsoon,290.44
Container,92178,35905,19.4,18.4,2154,74.2,4,3.37,0.78,Beam,Southwest Monsoon,597.09
Tanker,291109,52618,16.8,12.8,3861,80.5,4,2.07,0.98,Beam,Northeast Monsoon,1169.46
Tanker,108589,19532,13.1,9.6,3268,88.5,3,0.75,0.54,Following,Inter-Monsoon,487.21
Container,66064,26740,21.6,14.5,699,87.0,2,0.74,0.5,Beam,Inter-Monsoon,66.78
Tanker,237017,42238,15.7,14.6,2750,90.3,2,0.87,0.85,Beam,Inter-Monsoon,1112.3
Bulker,100347,14382,13.4,11.8,2245,58.9,6,3.97,0.52,Head,Northeast Monsoon,300.35
Bulker,104191,15430,13.1,12.3,1819,63.4,3,1.69,0.69,Following,Northeast Monsoon,266.02
Bulker,60708,8816,14.6,11.0,1324,82.6,5,3.21,0.89,Following,Northeast Monsoon,85.5
Tanker,92964,15977,17.0,13.3,3400,56.6,3,1.08,0.84,Following,Inter-Monsoon,243.81
Tanker,85033,15161,14.1,10.7,3374,78.8,2,0.9,0.65,Beam,Inter-Monsoon,335.38
Tanker,291314,52050,14.4,10.9,743,55.8,4,2.73,2.29,Following,Southwest Monsoon,219.52
Bulker,152592,22596,15.9,11.2,3985,93.4,6,4.58,0.93,Head,Southwest Monsoon,626.2
Bulker,50641,7615,14.5,13.0,3319,98.0,3,1.21,0.1,Following,Inter-Monsoon,261.88
Tanker,242717,43663,14.6,12.4,526,92.7,4,2.59,2.34,Beam,Southwest Monsoon,229.8
Container,89485,36199,22.6,16.9,3397,77.2,6,2.69,0.71,Beam,Northeast Monsoon,515.72
Container,102828,42011,20.5,18.2,1258,99.3,6,2.66,1.24,Beam,Southwest Monsoon,416.69
Tanker,94689,17078,15.5,14.4,3143,78.3,8,5.77,2.38,Head,Southwest Monsoon,709.47
Bulker,141808,21518,14.2,10.1,2642,54.7,6,3.21,1.57,Following,Southwest Monsoon,267.38
Container,131158,53319,20.0,15.8,1530,83.9,8,3.8,1.87,Beam,Southwest Monsoon,515.85
Bulker,166638,24708,14.2,10.3,1163,54.1,6,2.61,1.39,Head,Northeast Monsoon,153.88
Tanker,62322,11059,13.0,8.1,4055,64.3,6,3.23,1.03,Beam,Northeast Monsoon,211.89
Bulker,175199,26485,12.6,10.0,1971,72.8,2,1.85,0.72,Following,Inter-Monsoon,425.1
Tanker,180904,32871,13.5,9.2,3989,67.6,2,0.78,0.74,Beam,Inter-Monsoon,670.22
Container,135419,54058,22.7,14.3,2397,56.2,2,0.5,0.16,Beam,Inter-Monsoon,275.79
Container,35355,14373,22.2,15.7,1574,52.8,7,5.93,1.32,Head,Southwest Monsoon,84.68
Bulker,152976,22143,13.1,8.5,567,86.3,2,0.55,0.59,Following,Inter-Monsoon,63.15
Tanker,118187,21305,14.3,11.6,2809,75.8,4,3.54,2.27,Following,Southwest Monsoon,482.56
Bulker,98744,14580,14.1,12.7,4011,77.7,3,2.15,0.97,Beam,Northeast Monsoon,578.28
Container,120486,48413,19.0,15.1,1091,65.3,3,3.37,1.24,Following,Northeast Monsoon,276.39
Container,34557,13565,18.1,12.1,3073,82.2,5,1.59,0.67,Following,Northeast Monsoon,173.73
Bulker,168188,25589,12.7,9.2,1049,54.2,5,4.31,1.44,Head,Southwest Monsoon,176.54
Tanker,290558,51917,16.8,13.2,3105,81.4,2,1.03,0.4,Beam,Inter-Monsoon,994.13
Bulker,41764,6864,13.3,8.6,949,75.3,3,0.59,0.36,Following,Inter-Monsoon,32.23
Tanker,114765,21965,16.2,11.0,3838,99.5,2,1.96,0.24,Head,Inter-Monsoon,438.81
Container,64812,26562,21.8,13.2,4955,94.2,2,1.31,0.97,Following,Inter-Monsoon,378.6
Container,105772,42001,21.6,14.6,4126,64.8,4,2.73,1.42,Following,Northeast Monsoon,553.71
Container,110691,43965,21.0,14.7,2202,83.1,4,3.46,1.19,Beam,Southwest Monsoon,431.93
Container,73853,29014,22.8,17.7,4225,52.1,3,0.72,0.44,Following,Inter-Monsoon,396.77
Bulker,104625,14888,12.1,7.6,4924,61.0,4,3.86,2.16,Beam,Southwest Monsoon,349.74
Container,142999,57416,18.4,13.0,2724,93.1,1,0.61,0.29,Beam,Inter-Monsoon,792.77
Container,112268,43852,20.2,19.1,2374,58.5,4,3.98,1.4,Beam,Southwest Monsoon,720.83
Bulker,161798,24735,13.9,12.5,779,76.2,1,1.21,0.78,Beam,Inter-Monsoon,170.96
Tanker,152024,28151,15.5,10.3,954,53.8,1,1.71,0.81,Beam,Inter-Monsoon,98.46
Tanker,214898,39365,16.7,11.8,3017,86.8,1,0.71,0.18,Following,Inter-Monsoon,587.11
Container,25906,9879,19.8,13.2,3781,74.6,3,1.86,0.51,Head,Inter-Monsoon,136.25
Tanker,238076,43141,16.4,14.0,2842,59.8,5,2.23,0.99,Following,Northeast Monsoon,797.1
Bulker,190170,28047,15.4,13.9,1381,53.9,1,1.48,0.3,Head,Inter-Monsoon,279.31
Tanker,277635,49587,14.9,11.9,3901,73.1,3,1.98,0.52,Beam,Inter-Monsoon,1305.06
Bulker,151694,22664,14.1,11.7,920,84.2,6,2.7,1.47,Following,Northeast Monsoon,183.1
Tanker,208822,37552,15.1,12.3,644,74.5,3,1.96,0.72,Following,Inter-Monsoon,175.6
Container,56422,22449,18.7,13.1,4471,51.0,5,2.98,1.37,Following,Northeast Monsoon,362.95
Bulker,131079,20081,14.6,10.9,2524,55.9,5,3.9,2.19,Beam,Southwest Monsoon,283.28
Bulker,130486,19469,13.4,11.4,4235,80.6,4,3.36,0.93,Head,Northeast Monsoon,855.59
Container,102971,40979,20.3,16.6,3005,96.1,3,0.71,0.48,Beam,Inter-Monsoon,761.5
Container,107372,43481,19.6,15.8,3396,83.3,1,0.76,0.38,Following,Inter-Monsoon,834.79
Bulker,177702,26388,13.5,12.1,2119,66.9,2,0.56,0.56,Following,Inter-Monsoon,461.82
Tanker,172306,30914,14.8,11.2,3834,88.6,4,5.27,1.74,Following,Southwest Monsoon,929.07
Tanker,268057,47685,16.9,14.0,1693,54.0,8,3.71,1.09,Head,Southwest Monsoon,553.43
Bulker,34788,5890,13.2,12.4,2289,78.5,4,2.47,0.62,Head,Northeast Monsoon,161.41
Tanker,286282,51841,14.3,8.7,2483,75.8,4,5.95,0.65,Following,Southwest Monsoon,654.51
Bulker,96825,14132,12.9,10.1,4603,73.4,5,3.18,1.26,Head,Northeast Monsoon,541.42
Bulker,49092,7187,15.2,12.2,2287,58.7,6,1.8,1.44,Following,Northeast Monsoon,98.53
Tanker,148101,26676,16.7,10.6,975,98.3,4,3.85,1.2,Following,Northeast Monsoon,140.92
Tanker,128716,22491,14.6,11.2,1915,76.8,2,1.58,0.64,Head,Inter-Monsoon,288.05
Tanker,197258,35211,15.7,14.5,2111,82.2,1,1.88,0.86,Head,Inter-Monsoon,686.44
Bulker,36837,5857,15.3,11.3,3678,65.9,4,3.51,1.22,Following,Southwest Monsoon,124.76
Container,54651,21399,23.8,17.4,4255,68.7,4,3.72,1.34,Beam,Northeast Monsoon,334.85
Container,26993,11368,20.0,15.7,2146,75.1,3,0.76,0.82,Beam,Inter-Monsoon,118.08
Bulker,71213,10825,13.8,12.0,4169,99.3,8,5.95,2.24,Following,Southwest Monsoon,614.85
Bulker,165886,25923,13.9,11.4,1511,71.9,6,1.95,0.97,Beam,Northeast Monsoon,295.85
Tanker,287615,52934,14.4,9.6,2779,86.2,1,1.83,0.75,Head,Inter-Monsoon,935.54
Container,96804,38851,19.4,16.6,1313,57.8,2,1.81,0.97,Beam,Inter-Monsoon,271.41
Container,44876,18093,19.1,14.7,2322,94.3,3,1.58,0.95,Beam,Northeast Monsoon,242.25
Container,76965,31304,18.8,13.6,4910,75.2,4,4.16,1.46,Beam,Southwest Monsoon,823.81
Container,125683,50655,22.6,21.3,1491,72.1,3,1.92,0.19,Beam,Inter-Monsoon,507.31
Container,31227,13426,19.0,14.8,819,85.2,3,3.85,0.58,Head,Northeast Monsoon,67.51
Container,111890,45339,18.9,12.1,2896,54.3,1,1.58,0.2,Beam,Inter-Monsoon,359.73
Tanker,258721,46352,15.2,12.6,4457,83.3,5,4.06,2.02,Head,Southwest Monsoon,2043.07
Tanker,226945,39870,16.0,11.6,4982,67.5,1,1.47,0.29,Beam,Inter-Monsoon,996.62
Tanker,272297,48871,16.8,13.8,1190,66.7,4,2.56,0.58,Beam,Northeast Monsoon,355.99
Tanker,158756,28785,16.3,15.2,4418,56.7,5,3.92,1.24,Head,Southwest Monsoon,1117.79
Bulker,118435,17373,12.3,7.9,852,71.7,4,4.44,0.82,Head,Southwest Monsoon,91.02
Tanker,162219,29013,13.5,9.9,4631,66.7,1,1.82,0.8,Head,Inter-Monsoon,868.71
Container,144839,57584,21.4,13.2,3845,64.6,1,1.43,0.1,Head,Inter-Monsoon,577.04
Container,59800,23045,22.5,17.9,2525,73.9,6,3.12,1.13,Beam,Northeast Monsoon,285.28
Tanker,118713,21867,15.8,13.1,1722,70.2,6,3.68,1.61,Head,Southwest Monsoon,306.45
Container,130054,50938,23.9,15.7,2735,95.0,3,1.63,0.28,Head,Inter-Monsoon,451.21
Bulker,143065,20610,15.6,9.8,981,66.7,5,2.35,0.62,Head,Northeast Monsoon,80.46
Container,98484,39785,18.2,11.1,3580,65.3,1,1.09,0.48,Following,Inter-Monsoon,384.35
Container,120208,46995,19.9,15.1,3653,73.2,6,5.19,0.87,Head,Southwest Monsoon,943.27
Bulker,110412,17128,12.7,11.3,2363,80.7,6,2.11,0.67,Beam,Northeast Monsoon,437.68
Bulker,147008,21479,15.1,11.0,1075,88.5,5,5.26,2.04,Beam,Southwest Monsoon,166.12
Container,115809,46489,21.6,14.3,1862,58.3,1,1.58,0.82,Head,Inter-Monsoon,241.2
Container,85371,34466,22.3,13.6,2093,99.3,5,1.94,1.04,Following,Northeast Monsoon,244.81
Container,123336,49203,21.1,16.7,3849,96.5,6,3.16,0.64,Beam,Northeast Monsoon,1210.45
Container,126650,50203,22.5,15.1,1807,57.4,6,2.96,1.49,Beam,Northeast Monsoon,279.26
Bulker,76507,11635,15.7,11.0,4027,83.2,4,1.88,0.73,Head,Northeast Monsoon,258.43
Bulker,108940,15523,15.2,12.5,690,62.9,1,1.63,0.82,Head,Inter-Monsoon,67.52
Bulker,158891,23495,14.5,12.6,4150,56.4,6,1.77,0.72,Beam,Northeast Monsoon,730.39
Tanker,108155,20364,16.0,10.3,2834,71.1,6,4.23,0.82,Head,Southwest Monsoon,272.1
Tanker,59731,11098,13.9,8.6,3560,81.4,7,5.43,0.88,Following,Southwest Monsoon,218.51
Tanker,58076,11377,15.9,12.6,867,92.7,4,5.13,1.6,Beam,Southwest Monsoon,82.86
Container,99400,39615,22.8,19.6,1943,72.9,1,1.83,0.86,Following,Inter-Monsoon,417.17
Bulker,132659,19232,15.1,12.5,4700,97.7,1,1.05,0.84,Beam,Inter-Monsoon,736.2
Container,39598,15390,21.9,18.4,4088,78.4,7,3.03,0.87,Head,Southwest Monsoon,394.65
Bulker,45871,7405,13.1,10.6,3779,86.1,8,5.67,1.5,Following,Southwest Monsoon,292.84
Tanker,89558,16301,16.7,10.7,2106,84.1,4,4.79,1.05,Beam,Southwest Monsoon,175.59
Tanker,145798,26579,15.9,12.7,2568,91.0,2,1.08,0.8,Following,Inter-Monsoon,490.3
Tanker,50553,9123,14.2,10.8,511,95.8,1,1.72,0.22,Beam,Inter-Monsoon,34.68
Tanker,150351,27086,13.4,10.8,3986,84.8,2,1.49,0.9,Following,Inter-Monsoon,957.47
Tanker,190578,34214,16.9,14.2,4760,93.7,2,1.23,0.58,Head,Inter-Monsoon,1287.92
Tanker,296994,53642,15.8,12.4,616,50.3,3,2.32,1.2,Head,Northeast Monsoon,168.5
Container,77997,31511,21.4,18.3,2698,54.3,2,1.04,0.82,Following,Inter-Monsoon,366.0
Bulker,145693,21832,13.7,11.7,2596,96.2,3,1.9,0.15,Beam,Inter-Monsoon,558.82
Tanker,180341,32557,14.1,9.2,1972,90.8,8,4.0,1.84,Beam,Southwest Monsoon,444.75
Container,117702,46508,21.0,19.6,4526,85.9,3,3.85,1.05,Beam,Northeast Monsoon,1644.42
Container,99181,39605,22.8,21.6,2759,82.7,4,5.29,1.87,Following,Southwest Monsoon,851.45
Tanker,106270,19333,13.0,11.7,4079,65.5,3,1.55,0.59,Head,Inter-Monsoon,677.58
Container,79956,32923,20.5,18.6,4061,52.9,2,1.64,0.15,Following,Inter-Monsoon,687.18
Tanker,263638,47486,13.1,12.0,3355,97.7,6,4.58,0.75,Following,Southwest Monsoon,2315.6
Bulker,165311,24677,15.5,13.8,2104,82.1,2,1.47,0.35,Head,Inter-Monsoon,474.99
Tanker,282112,50282,14.4,12.5,3988,80.2,2,1.58,0.32,Head,Inter-Monsoon,1893.05
Container,44080,18333,21.1,15.4,4026,72.6,1,0.59,0.83,Beam,Inter-Monsoon,284.21
Tanker,161880,28924,13.3,12.5,1985,81.7,5,1.84,0.57,Beam,Northeast Monsoon,708.59
Container,63952,26616,18.6,15.1,4746,53.5,1,1.5,0.61,Following,Inter-Monsoon,580.39
Bulker,87418,12339,15.9,10.5,839,65.1,6,2.54,0.87,Beam,Southwest Monsoon,45.72
Container,48745,19841,22.9,16.7,2927,73.3,7,5.98,0.78,Beam,Southwest Monsoon,272.43
Bulker,110746,16320,13.5,9.2,3868,54.4,1,0.57,0.74,Beam,Inter-Monsoon,250.48
Tanker,294377,53258,13.4,8.4,2952,80.2,5,2.89,0.68,Following,Northeast Monsoon,868.21
Bulker,45709,5985,13.1,10.7,821,92.1,6,2.6,0.92,Beam,Northeast Monsoon,47.62
Container,120486,47899,21.3,18.3,4256,61.4,5,2.87,2.34,Head,Southwest Monsoon,1221.12
Container,120452,48750,18.9,16.3,1486,75.7,2,1.65,0.34,Following,Inter-Monsoon,446.66
Bulker,40368,6590,13.8,12.9,1248,91.8,3,1.87,0.66,Head,Inter-Monsoon,96.48
Container,43951,17746,21.3,15.6,3026,92.2,1,1.24,0.15,Beam,Inter-Monsoon,245.58
Tanker,223985,40266,14.0,10.3,4524,93.4,3,1.36,0.52,Beam,Inter-Monsoon,1333.03
Container,94120,37506,21.0,16.6,4041,64.1,7,2.79,0.76,Beam,Southwest Monsoon,733.47
Container,100344,38960,18.9,14.4,3600,81.7,3,3.62,0.83,Following,Northeast Monsoon,811.68
Bulker,128651,19996,12.6,8.4,3719,87.5,1,0.81,0.94,Head,Inter-Monsoon,478.27
Tanker,133886,23958,16.1,10.5,1431,81.4,3,2.67,1.28,Beam,Northeast Monsoon,159.24
Tanker,266327,48702,13.6,12.7,3616,70.1,2,0.56,0.95,Following,Inter-Monsoon,1655.51
Bulker,108452,16740,14.2,11.1,2031,67.8,2,0.76,0.96,Beam,Inter-Monsoon,209.22
Container,130490,52194,21.8,17.3,3838,70.2,3,1.82,0.75,Head,Inter-Monsoon,874.67
Tanker,184223,33689,13.5,11.5,1938,98.2,4,1.97,1.39,Beam,Northeast Monsoon,742.43
Bulker,135941,20290,14.7,13.8,1313,91.5,7,3.03,1.23,Beam,Southwest Monsoon,340.81
Bulker,185620,27565,13.1,9.5,2663,62.1,5,4.45,1.36,Beam,Southwest Monsoon,480.46
Container,140621,56869,18.5,11.9,4622,62.5,4,4.78,1.06,Beam,Southwest Monsoon,963.44
Tanker,103714,18359,14.1,13.2,2103,55.8,6,3.23,0.58,Beam,Northeast Monsoon,356.68
Tanker,198000,36845,17.0,14.0,864,96.3,4,5.74,1.95,Following,Southwest Monsoon,283.86
Bulker,177196,27728,13.0,11.4,4230,74.0,7,3.55,2.36,Head,Southwest Monsoon,1444.59
Bulker,83172,12515,13.7,12.9,4749,77.9,1,1.27,0.6,Head,Inter-Monsoon,588.12
Container,134332,53191,20.8,18.7,799,51.8,5,3.29,1.16,Beam,Northeast Monsoon,226.12
Tanker,69530,13232,13.2,8.9,4021,86.4,1,1.93,0.93,Head,Inter-Monsoon,343.14
Bulker,172526,25795,15.2,10.2,639,77.1,6,4.12,1.66,Beam,Southwest Monsoon,92.68
